Date,PJME_MW
2002-01-01,31080.739130434784
2002-01-02,34261.541666666664
2002-01-03,34511.875
2002-01-04,33715.458333333336
2002-01-05,30405.125
2002-01-06,30323.583333333332
2002-01-07,33333.833333333336
2002-01-08,34362.916666666664
2002-01-09,33776.166666666664
2002-01-10,31471.541666666668
2002-01-11,30947.541666666668
2002-01-12,28466.875
2002-01-13,28052.833333333332
2002-01-14,31602.958333333332
2002-01-15,31223.791666666668
2002-01-16,32009.75
2002-01-17,31881.291666666668
2002-01-18,32043.125
2002-01-19,31926.333333333332
2002-01-20,29482.916666666668
2002-01-21,32434.916666666668
2002-01-22,31539.625
2002-01-23,31494.333333333332
2002-01-24,30615.75
2002-01-25,30183.833333333332
2002-01-26,28076.666666666668
2002-01-27,26645.583333333332
2002-01-28,29487.833333333332
2002-01-29,29028.208333333332
2002-01-30,28574.833333333332
2002-01-31,30375.833333333332
2002-02-01,29662.875
2002-02-02,28647.083333333332
2002-02-03,28598.75
2002-02-04,32563.666666666668
2002-02-05,34954.208333333336
2002-02-06,32970.041666666664
2002-02-07,32225.083333333332
2002-02-08,30829.666666666668
2002-02-09,27723.416666666668
2002-02-10,26787.541666666668
2002-02-11,30866.5
2002-02-12,32908.625
2002-02-13,31965.166666666668
2002-02-14,33175.625
2002-02-15,31664.708333333332
2002-02-16,26852.083333333332
2002-02-17,26883.25
2002-02-18,30929.125
2002-02-19,31155.833333333332
2002-02-20,29674.166666666668
2002-02-21,28554.125
2002-02-22,29054.625
2002-02-23,27607.083333333332
2002-02-24,27033.958333333332
2002-02-25,29920.041666666668
2002-02-26,29319.416666666668
2002-02-27,31410.875
2002-02-28,32759.125
2002-03-01,31536.958333333332
2002-03-02,28492.333333333332
2002-03-03,25644.333333333332
2002-03-04,32252.166666666668
2002-03-05,34056.291666666664
2002-03-06,31165.125
2002-03-07,29271.833333333332
2002-03-08,28361.75
2002-03-09,25220.708333333332
2002-03-10,25758.5
2002-03-11,31188.416666666668
2002-03-12,30832.25
2002-03-13,30312.041666666668
2002-03-14,28774.708333333332
2002-03-15,27749.458333333332
2002-03-16,24863.166666666668
2002-03-17,26989.416666666668
2002-03-18,30982.958333333332
2002-03-19,29976.083333333332
2002-03-20,30941.5
2002-03-21,29635.0
2002-03-22,32752.708333333332
2002-03-23,29010.25
2002-03-24,26193.916666666668
2002-03-25,29443.166666666668
2002-03-26,30842.625
2002-03-27,29756.875
2002-03-28,29495.708333333332
2002-03-29,26531.625
2002-03-30,24101.333333333332
2002-03-31,22999.75
2002-04-01,27520.583333333332
2002-04-02,28650.541666666668
2002-04-03,28393.708333333332
2002-04-04,29335.041666666668
2002-04-05,29942.625
2002-04-06,27764.375
2002-04-07,26478.304347826088
2002-04-08,28891.125
2002-04-09,28389.083333333332
2002-04-10,27737.958333333332
2002-04-11,28010.208333333332
2002-04-12,28046.958333333332
2002-04-13,25014.291666666668
2002-04-14,24187.75
2002-04-15,29472.375
2002-04-16,33161.583333333336
2002-04-17,36213.75
2002-04-18,36385.541666666664
2002-04-19,33778.833333333336
2002-04-20,27228.083333333332
2002-04-21,24151.25
2002-04-22,28221.75
2002-04-23,28559.625
2002-04-24,28575.916666666668
2002-04-25,28838.875
2002-04-26,27996.166666666668
2002-04-27,24719.083333333332
2002-04-28,24306.791666666668
2002-04-29,27705.916666666668
2002-04-30,28278.166666666668
2002-05-01,27887.208333333332
2002-05-02,28834.333333333332
2002-05-03,27523.833333333332
2002-05-04,24674.041666666668
2002-05-05,23602.875
2002-05-06,27900.041666666668
2002-05-07,29633.625
2002-05-08,29679.666666666668
2002-05-09,28446.333333333332
2002-05-10,28515.458333333332
2002-05-11,24581.625
2002-05-12,24352.916666666668
2002-05-13,29812.5
2002-05-14,27954.0
2002-05-15,28004.625
2002-05-16,28788.5
2002-05-17,29706.541666666668
2002-05-18,25086.75
2002-05-19,23894.916666666668
2002-05-20,27747.208333333332
2002-05-21,28281.5
2002-05-22,28319.25
2002-05-23,28477.583333333332
2002-05-24,29506.541666666668
2002-05-25,25679.333333333332
2002-05-26,24351.5
2002-05-27,26089.416666666668
2002-05-28,31258.5
2002-05-29,32644.75
2002-05-30,33653.0
2002-05-31,35394.875
2002-06-01,32143.958333333332
2002-06-02,28956.125
2002-06-03,30151.25
2002-06-04,31402.458333333332
2002-06-05,36342.958333333336
2002-06-06,36085.291666666664
2002-06-07,29609.083333333332
2002-06-08,26275.5
2002-06-09,26866.041666666668
2002-06-10,35088.958333333336
2002-06-11,38189.291666666664
2002-06-12,39550.5
2002-06-13,32899.25
2002-06-14,29577.708333333332
2002-06-15,26142.625
2002-06-16,25661.708333333332
2002-06-17,30994.166666666668
2002-06-18,31587.5
2002-06-19,32184.583333333332
2002-06-20,33526.291666666664
2002-06-21,33994.458333333336
2002-06-22,32269.75
2002-06-23,33275.5
2002-06-24,40828.041666666664
2002-06-25,42062.875
2002-06-26,43429.916666666664
2002-06-27,42807.291666666664
2002-06-28,37968.583333333336
2002-06-29,34021.416666666664
2002-06-30,33684.5
2002-07-01,39380.75
2002-07-02,43232.458333333336
2002-07-03,45844.375
2002-07-04,42578.666666666664
2002-07-05,39195.166666666664
2002-07-06,30619.125
2002-07-07,29536.041666666668
2002-07-08,37336.791666666664
2002-07-09,41177.041666666664
2002-07-10,38469.75
2002-07-11,32433.875
2002-07-12,32154.416666666668
2002-07-13,29678.541666666668
2002-07-14,29263.416666666668
2002-07-15,38118.166666666664
2002-07-16,39704.708333333336
2002-07-17,40783.875
2002-07-18,44103.666666666664
2002-07-19,42746.125
2002-07-20,36740.375
2002-07-21,35505.541666666664
2002-07-22,41991.291666666664
2002-07-23,44348.166666666664
2002-07-24,37011.625
2002-07-25,34307.875
2002-07-26,31547.083333333332
2002-07-27,30368.875
2002-07-28,35796.125
2002-07-29,45874.75
2002-07-30,45768.791666666664
2002-07-31,43681.333333333336
2002-08-01,44532.291666666664
2002-08-02,44885.083333333336
2002-08-03,39179.791666666664
2002-08-04,39653.5
2002-08-05,43450.625
2002-08-06,36512.875
2002-08-07,31970.75
2002-08-08,32463.5
2002-08-09,33465.125
2002-08-10,32546.333333333332
2002-08-11,34326.958333333336
2002-08-12,42069.75
2002-08-13,44836.333333333336
2002-08-14,45580.375
2002-08-15,45294.416666666664
2002-08-16,44693.833333333336
2002-08-17,41378.916666666664
2002-08-18,41063.041666666664
2002-08-19,44474.416666666664
2002-08-20,41965.166666666664
2002-08-21,38656.166666666664
2002-08-22,39084.125
2002-08-23,39325.041666666664
2002-08-24,33758.125
2002-08-25,32483.75
2002-08-26,35377.541666666664
2002-08-27,35974.791666666664
2002-08-28,33064.666666666664
2002-08-29,30143.333333333332
2002-08-30,29486.125
2002-08-31,26737.916666666668
2002-09-01,24793.125
2002-09-02,25556.875
2002-09-03,32946.166666666664
2002-09-04,38109.583333333336
2002-09-05,34652.0
2002-09-06,32043.541666666668
2002-09-07,28911.75
2002-09-08,28526.291666666668
2002-09-09,34506.541666666664
2002-09-10,37212.208333333336
2002-09-11,34363.125
2002-09-12,30303.041666666668
2002-09-13,30713.666666666668
2002-09-14,29840.083333333332
2002-09-15,30777.375
2002-09-16,35372.25
2002-09-17,33262.5
2002-09-18,32152.916666666668
2002-09-19,32609.0
2002-09-20,33740.958333333336
2002-09-21,32451.375
2002-09-22,31866.5
2002-09-23,32340.375
2002-09-24,30068.833333333332
2002-09-25,29676.166666666668
2002-09-26,29436.75
2002-09-27,30324.041666666668
2002-09-28,27824.25
2002-09-29,24966.041666666668
2002-09-30,29096.708333333332
2002-10-01,30815.583333333332
2002-10-02,33832.833333333336
2002-10-03,34965.125
2002-10-04,32621.958333333332
2002-10-05,31022.25
2002-10-06,24942.125
2002-10-07,29712.666666666668
2002-10-08,28009.166666666668
2002-10-09,28276.375
2002-10-10,28859.875
2002-10-11,28873.791666666668
2002-10-12,25802.041666666668
2002-10-13,24468.291666666668
2002-10-14,27266.541666666668
2002-10-15,28688.833333333332
2002-10-16,28970.708333333332
2002-10-17,28681.958333333332
2002-10-18,28460.833333333332
2002-10-19,25951.875
2002-10-20,24513.041666666668
2002-10-21,28415.375
2002-10-22,29015.791666666668
2002-10-23,28958.208333333332
2002-10-24,29784.125
2002-10-25,29641.25
2002-10-26,25948.708333333332
2002-10-27,25070.08695652174
2002-10-28,28956.5
2002-10-29,30633.333333333332
2002-10-30,31737.958333333332
2002-10-31,30887.083333333332
2002-11-01,30743.458333333332
2002-11-02,28299.708333333332
2002-11-03,27340.875
2002-11-04,30471.291666666668
2002-11-05,30632.666666666668
2002-11-06,30308.458333333332
2002-11-07,30514.875
2002-11-08,29984.416666666668
2002-11-09,26257.708333333332
2002-11-10,24957.125
2002-11-11,28671.541666666668
2002-11-12,29273.458333333332
2002-11-13,29999.208333333332
2002-11-14,30080.333333333332
2002-11-15,29003.166666666668
2002-11-16,27525.541666666668
2002-11-17,27619.958333333332
2002-11-18,31106.666666666668
2002-11-19,32124.458333333332
2002-11-20,30784.958333333332
2002-11-21,30851.541666666668
2002-11-22,29999.25
2002-11-23,28919.0
2002-11-24,27174.875
2002-11-25,30375.25
2002-11-26,30561.958333333332
2002-11-27,31841.458333333332
2002-11-28,28970.0
2002-11-29,30092.75
2002-11-30,28061.25
2002-12-01,29720.666666666668
2002-12-02,32994.25
2002-12-03,35145.833333333336
2002-12-04,36533.166666666664
2002-12-05,36093.333333333336
2002-12-06,34581.583333333336
2002-12-07,32961.291666666664
2002-12-08,31046.416666666668
2002-12-09,35626.958333333336
2002-12-10,36738.0
2002-12-11,36023.583333333336
2002-12-12,33646.458333333336
2002-12-13,33804.416666666664
2002-12-14,30381.958333333332
2002-12-15,29002.583333333332
2002-12-16,32963.416666666664
2002-12-17,35406.375
2002-12-18,35813.5
2002-12-19,33694.833333333336
2002-12-20,31103.583333333332
2002-12-21,29780.583333333332
2002-12-22,28553.916666666668
2002-12-23,30952.875
2002-12-24,30547.583333333332
2002-12-25,29533.875
2002-12-26,32106.5
2002-12-27,32936.333333333336
2002-12-28,31012.625
2002-12-29,29092.541666666668
2002-12-30,32094.083333333332
2002-12-31,29560.958333333332
2003-01-01,27603.708333333332
2003-01-02,32118.75
2003-01-03,33701.75
2003-01-04,31215.375
2003-01-05,30946.25
2003-01-06,34014.333333333336
2003-01-07,35377.166666666664
2003-01-08,33668.75
2003-01-09,31811.75
2003-01-10,31956.25
2003-01-11,32217.458333333332
2003-01-12,32135.125
2003-01-13,35090.166666666664
2003-01-14,35914.833333333336
2003-01-15,36426.708333333336
2003-01-16,37441.291666666664
2003-01-17,36536.208333333336
2003-01-18,36157.875
2003-01-19,34429.75
2003-01-20,35501.5
2003-01-21,37591.458333333336
2003-01-22,39225.875
2003-01-23,40730.375
2003-01-24,39577.125
2003-01-25,34730.125
2003-01-26,32830.375
2003-01-27,38860.541666666664
2003-01-28,39483.666666666664
2003-01-29,36426.291666666664
2003-01-30,35984.958333333336
2003-01-31,34836.0
2003-02-01,31695.25
2003-02-02,29732.166666666668
2003-02-03,32537.375
2003-02-04,32676.375
2003-02-05,34529.916666666664
2003-02-06,35650.291666666664
2003-02-07,34552.708333333336
2003-02-08,32796.75
2003-02-09,32083.291666666668
2003-02-10,34708.166666666664
2003-02-11,35504.958333333336
2003-02-12,36127.666666666664
2003-02-13,37172.791666666664
2003-02-14,35884.25
2003-02-15,33389.291666666664
2003-02-16,35948.0
2003-02-17,35268.625
2003-02-18,34377.333333333336
2003-02-19,34452.458333333336
2003-02-20,32656.0
2003-02-21,33171.125
2003-02-22,31183.333333333332
2003-02-23,30055.333333333332
2003-02-24,34468.333333333336
2003-02-25,34767.666666666664
2003-02-26,37055.75
2003-02-27,36378.791666666664
2003-02-28,34357.375
2003-03-01,31179.583333333332
2003-03-02,29198.5
2003-03-03,35295.0
2003-03-04,35414.375
2003-03-05,32048.625
2003-03-06,33621.0
2003-03-07,34751.375
2003-03-08,29894.5
2003-03-09,27689.208333333332
2003-03-10,34320.916666666664
2003-03-11,34981.791666666664
2003-03-12,32530.041666666668
2003-03-13,31392.625
2003-03-14,32307.166666666668
2003-03-15,28659.333333333332
2003-03-16,26097.708333333332
2003-03-17,28470.041666666668
2003-03-18,28537.125
2003-03-19,30143.5
2003-03-20,32283.541666666668
2003-03-21,29573.375
2003-03-22,25698.458333333332
2003-03-23,24782.0
2003-03-24,28345.708333333332
2003-03-25,28522.458333333332
2003-03-26,28643.5
2003-03-27,28719.416666666668
2003-03-28,28453.958333333332
2003-03-29,25625.0
2003-03-30,27002.75
2003-03-31,31813.958333333332
2003-04-01,31905.75
2003-04-02,29428.375
2003-04-03,28637.666666666668
2003-04-04,29415.083333333332
2003-04-05,27527.916666666668
2003-04-06,26118.608695652172
2003-04-07,32072.125
2003-04-08,32882.791666666664
2003-04-09,32517.458333333332
2003-04-10,31069.791666666668
2003-04-11,31145.291666666668
2003-04-12,26260.291666666668
2003-04-13,24511.875
2003-04-14,28247.5
2003-04-15,28360.833333333332
2003-04-16,29080.041666666668
2003-04-17,28340.083333333332
2003-04-18,28711.291666666668
2003-04-19,25401.791666666668
2003-04-20,23314.875
2003-04-21,27264.625
2003-04-22,28132.583333333332
2003-04-23,28792.0
2003-04-24,28952.083333333332
2003-04-25,28036.708333333332
2003-04-26,25457.125
2003-04-27,23901.583333333332
2003-04-28,27884.25
2003-04-29,28189.666666666668
2003-04-30,27923.5
2003-05-01,28830.791666666668
2003-05-02,29447.041666666668
2003-05-03,24573.708333333332
2003-05-04,23600.916666666668
2003-05-05,28108.625
2003-05-06,28425.041666666668
2003-05-07,29108.625
2003-05-08,29002.25
2003-05-09,28082.5
2003-05-10,25178.5
2003-05-11,24925.041666666668
2003-05-12,28060.083333333332
2003-05-13,27970.25
2003-05-14,28049.208333333332
2003-05-15,28248.166666666668
2003-05-16,28170.666666666668
2003-05-17,25540.166666666668
2003-05-18,24465.083333333332
2003-05-19,28242.208333333332
2003-05-20,28334.458333333332
2003-05-21,28375.875
2003-05-22,28399.125
2003-05-23,27988.25
2003-05-24,24918.166666666668
2003-05-25,23621.875
2003-05-26,24095.833333333332
2003-05-27,27720.291666666668
2003-05-28,28263.083333333332
2003-05-29,28488.375
2003-05-30,28888.333333333332
2003-05-31,25753.0
2003-06-01,24347.416666666668
2003-06-02,27958.958333333332
2003-06-03,28323.458333333332
2003-06-04,28672.083333333332
2003-06-05,28760.958333333332
2003-06-06,28839.0
2003-06-07,26069.958333333332
2003-06-08,24710.041666666668
2003-06-09,29348.875
2003-06-10,30942.708333333332
2003-06-11,33078.291666666664
2003-06-12,35551.958333333336
2003-06-13,34232.5
2003-06-14,31820.083333333332
2003-06-15,31166.208333333332
2003-06-16,30775.375
2003-06-17,29176.166666666668
2003-06-18,30199.625
2003-06-19,32239.958333333332
2003-06-20,30663.958333333332
2003-06-21,26401.375
2003-06-22,25358.625
2003-06-23,32957.5
2003-06-24,37443.333333333336
2003-06-25,39862.583333333336
2003-06-26,43197.708333333336
2003-06-27,41895.541666666664
2003-06-28,32468.25
2003-06-29,33024.333333333336
2003-06-30,39002.333333333336
2003-07-01,36861.333333333336
2003-07-02,36200.666666666664
2003-07-03,33921.375
2003-07-04,34460.125
2003-07-05,37721.041666666664
2003-07-06,37986.541666666664
2003-07-07,41348.291666666664
2003-07-08,42283.041666666664
2003-07-09,40360.375
2003-07-10,33543.458333333336
2003-07-11,35788.875
2003-07-12,32797.625
2003-07-13,31237.041666666668
2003-07-14,34621.583333333336
2003-07-15,36335.708333333336
2003-07-16,39141.041666666664
2003-07-17,37139.583333333336
2003-07-18,35770.583333333336
2003-07-19,32079.583333333332
2003-07-20,31538.208333333332
2003-07-21,39343.291666666664
2003-07-22,39971.041666666664
2003-07-23,37410.583333333336
2003-07-24,37334.291666666664
2003-07-25,36831.833333333336
2003-07-26,35454.583333333336
2003-07-27,36601.541666666664
2003-07-28,39023.291666666664
2003-07-29,36046.833333333336
2003-07-30,34864.125
2003-07-31,35008.166666666664
2003-08-01,36188.708333333336
2003-08-02,36200.541666666664
2003-08-03,36137.25
2003-08-04,39416.541666666664
2003-08-05,38366.625
2003-08-06,37566.791666666664
2003-08-07,36678.916666666664
2003-08-08,37780.75
2003-08-09,34815.875
2003-08-10,34624.625
2003-08-11,38288.958333333336
2003-08-12,39733.333333333336
2003-08-13,41309.416666666664
2003-08-14,41755.333333333336
2003-08-15,41594.458333333336
2003-08-16,36439.25
2003-08-17,33520.375
2003-08-18,36066.708333333336
2003-08-19,37020.208333333336
